"","ZONING_ID","old_id","use","use_final","use1","use2","use3","density_num","density_unit","note"
"9334","149","149-0","Special Use","Transmission and receiving facilities","public services","Linear Public Facilities","Transmission and receiving facilities",NA,NA,NA
"9335","149","149-0","Allowed","Beach recreation","recreation","Recreation","Beach recreation",NA,NA,NA
"9336","149","149-0","Special Use","Participant sports facilities","recreation","Recreation","Participant sports facilities",NA,NA,NA
"9337","149","149-0","Allowed","Day use areas","recreation","Recreation","Day use areas",NA,NA,NA
"9338","149","149-0","Allowed","Riding and hiking trails","recreation","Recreation","Riding and hiking trails",NA,NA,NA
"9339","149","149-0","Allowed","Reforestation","resource management","Timber Management","Reforestation",NA,NA,NA
"9340","149","149-0","Allowed","Special cut","resource management","Timber Management","Special cut",NA,NA,NA
"9341","149","149-0","Allowed","Sanitation salvage cut","resource management","Timber Management","Sanitation salvage cut",NA,NA,NA
"9342","149","149-0","Allowed","Early successional vegetation management","resource management","Wildlife And Fishes","Early successional vegetation management",NA,NA,NA
"9343","149","149-0","Allowed","Structural fish habitat management","resource management","Wildlife And Fishes","Structural fish habitat management",NA,NA,NA
"9344","149","149-0","Allowed","Nonstructural fish habitat management","resource management","Wildlife And Fishes","Nonstructural fish habitat management",NA,NA,NA
"9345","149","149-0","Allowed","Structural wildlife habitat","resource management","Wildlife And Fishes","Structural wildlife habitat",NA,NA,NA
"9346","149","149-0","Allowed","Nonstructural wildlife habitat management","resource management","Wildlife And Fishes","Nonstructural wildlife habitat management",NA,NA,NA
"9347","149","149-0","Allowed","Fire detection and suppression","resource management","Vegetation Protection","Fire detection and suppression",NA,NA,NA
"9348","149","149-0","Allowed","Fuels treatment management","resource management","Vegetation Protection","Fuels treatment management",NA,NA,NA
"9349","149","149-0","Allowed","Sensitive plant management","resource management","Vegetation Protection","Sensitive plant management",NA,NA,NA
"9350","149","149-0","Allowed","Insect and disease suppression","resource management","Vegetation Protection","Insect and disease suppression",NA,NA,NA
"9351","149","149-0","Allowed","Uncommon plant community management","resource management","Vegetation Protection","Uncommon plant community management",NA,NA,NA
"9352","149","149-0","Allowed","Erosion control","resource management","Watershed Improvements","Erosion control",NA,NA,NA
"9353","149","149-0","Allowed","Stream environmental zone (SEZ) restoration","resource management","Watershed Improvements","Stream environmental zone (SEZ) restoration",NA,NA,NA
"9354","149","149-0","Allowed","Runoff control","resource management","Watershed Improvements","Runoff control",NA,NA,NA
"9355","150","150-0","Special Use","Hotel, motel, and other transient dwelling units","tourist accommodation","Tourist Accommodation","Hotel, motel, and other transient dwelling units",NA,NA,NA
"9356","150","150-0","Special Use","General merchandise stores","commercial","Retail","General merchandise stores",NA,NA,NA
"9357","150","150-0","Special Use","Nursery","commercial","Retail","Nursery",NA,NA,NA
"9358","150","150-0","Special Use","Eating and drinking places","commercial","Retail","Eating and drinking places",NA,NA,NA
"9359","150","150-0","Special Use","Food and beverage retail sales","commercial","Retail","Food and beverage retail sales",NA,NA,NA
"9360","150","150-0","Special Use","Amusements and recreation services","commercial","Entertainment","Amusements and recreation services",NA,NA,NA
"9361","150","150-0","Special Use","Secondary storage","commercial","Services","Secondary storage",NA,NA,NA
"9362","150","150-0","Special Use","Local public health and safety facilities","public services","General","Local public health and safety facilities",NA,NA,NA
"9363","150","150-0","Special Use","Public utility centers","public services","General","Public utility centers",NA,NA,NA
"9364","150","150-0","Special Use","Pipelines and power transmission","public services","Linear Public Facilities","Pipelines and power transmission",NA,NA,NA
"9365","150","150-0","Special Use","Transportation routes","public services","Linear Public Facilities","Transportation routes",NA,NA,NA
"9366","150","150-0","Special Use","Transit stations and terminals","public services","Linear Public Facilities","Transit stations and terminals",NA,NA,NA
"9367","150","150-0","Special Use","Transmission and receiving facilities","public services","Linear Public Facilities","Transmission and receiving facilities",NA,NA,NA
"9368","150","150-0","Special Use","Beach recreation","recreation","Recreation","Beach recreation",NA,NA,NA
"9369","150","150-0","Allowed","Outdoor recreation concessions","recreation","Recreation","Outdoor recreation concessions",NA,NA,NA
"9370","150","150-0","Special Use","Boat launching facilities","recreation","Recreation","Boat launching facilities",NA,NA,NA
"9371","150","150-0","Special Use","Cross country ski courses","recreation","Recreation","Cross country ski courses",NA,NA,NA
"9372","150","150-0","Allowed","Day use areas","recreation","Recreation","Day use areas",NA,NA,NA
"9373","150","150-0","Special Use","Recreational vehicle parks","recreation","Recreation","Recreational vehicle parks",NA,NA,NA
"9374","150","150-0","Allowed","Developed campgrounds","recreation","Recreation","Developed campgrounds",NA,NA,NA
"9375","150","150-0","Allowed","Riding and hiking trails","recreation","Recreation","Riding and hiking trails",NA,NA,NA
"9376","150","150-0","Special Use","Rural sports","recreation","Recreation","Rural sports",NA,NA,NA
"9377","150","150-0","Special Use","Snowmobile courses","recreation","Recreation","Snowmobile courses",NA,NA,NA
"9378","150","150-0","Special Use","Group facilities","recreation","Recreation","Group facilities",25,"persons per acre per parcel",NA
"9379","150","150-0","Special Use","Marinas","recreation","Recreation","Marinas",NA,NA,NA
"9380","150","150-0","Allowed","Undeveloped campgrounds","recreation","Recreation","Undeveloped campgrounds",NA,NA,NA
"9381","150","150-0","Allowed","Reforestation","resource management","Timber Management","Reforestation",NA,NA,NA
"9382","150","150-0","Allowed","Special cut","resource management","Timber Management","Special cut",NA,NA,NA
"9383","150","150-0","Allowed","Regeneration harvest","resource management","Timber Management","Regeneration harvest",NA,NA,NA
"9384","150","150-0","Allowed","Thinning","resource management","Timber Management","Thinning",NA,NA,NA
"9385","150","150-0","Allowed","Sanitation salvage cut","resource management","Timber Management","Sanitation salvage cut",NA,NA,NA
"9386","150","150-0","Allowed","Timber stand improvement","resource management","Timber Management","Timber stand improvement",NA,NA,NA
"9387","150","150-0","Allowed","Selection cut","resource management","Timber Management","Selection cut",NA,NA,NA
"9388","150","150-0","Special Use","Tree farms","resource management","Timber Management","Tree farms",NA,NA,NA
"9389","150","150-0","Allowed","Early successional vegetation management","resource management","Wildlife And Fishes","Early successional vegetation management",NA,NA,NA
"9390","150","150-0","Allowed","Structural fish habitat management","resource management","Wildlife And Fishes","Structural fish habitat management",NA,NA,NA
"9391","150","150-0","Allowed","Nonstructural fish habitat management","resource management","Wildlife And Fishes","Nonstructural fish habitat management",NA,NA,NA
"9392","150","150-0","Allowed","Structural wildlife habitat","resource management","Wildlife And Fishes","Structural wildlife habitat",NA,NA,NA
"9393","150","150-0","Allowed","Nonstructural wildlife habitat management","resource management","Wildlife And Fishes","Nonstructural wildlife habitat management",NA,NA,NA
"9394","150","150-0","Special Use","Farm/Ranch accessory structures","resource management","Range","Farm/Ranch accessory structures",NA,NA,NA
"9395","150","150-0","Special Use","Range pasture management","resource management","Range","Range pasture management",NA,NA,NA
"9396","150","150-0","Special Use","Grazing","resource management","Range","Grazing",NA,NA,NA
"9397","150","150-0","Special Use","Range improvement","resource management","Range","Range improvement",NA,NA,NA
"9398","150","150-0","Allowed","Fire detection and suppression","resource management","Vegetation Protection","Fire detection and suppression",NA,NA,NA
"9399","150","150-0","Allowed","Fuels treatment management","resource management","Vegetation Protection","Fuels treatment management",NA,NA,NA
"9400","150","150-0","Allowed","Sensitive plant management","resource management","Vegetation Protection","Sensitive plant management",NA,NA,NA
"9401","150","150-0","Allowed","Insect and disease suppression","resource management","Vegetation Protection","Insect and disease suppression",NA,NA,NA
"9402","150","150-0","Allowed","Uncommon plant community management","resource management","Vegetation Protection","Uncommon plant community management",NA,NA,NA
"9403","150","150-0","Allowed","Erosion control","resource management","Watershed Improvements","Erosion control",NA,NA,NA
"9404","150","150-0","Allowed","Stream environmental zone (SEZ) restoration","resource management","Watershed Improvements","Stream environmental zone (SEZ) restoration",NA,NA,NA
"9405","150","150-0","Allowed","Runoff control","resource management","Watershed Improvements","Runoff control",NA,NA,NA
